Commit_Message,Release_Notes,Pull_Request_Title,Successful_Builds_per_Day,Code_Coverage,Time_to_Resolve_Issues,Average_Time_to_Merge,Code_Complexity,Rating
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,88,18,8,6,65582.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,75,18,5,8,65577.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,73,15,9,6,8238.750000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,71,5,6,5,48.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,89,30,1,5,268435500.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,90,21,5,7,524336.7499999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,77,24,3,6,4194347.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,93,11,9,7,562.8500000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,83,28,10,8,67108908.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,89,26,1,6,16777261.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,91,29,1,5,134217775.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,83,10,5,6,298.65000000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,70,14,9,6,4139.6500000000015
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,71,25,1,5,8388650.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,70,20,6,8,262185.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,91,4,3,8,47.650000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,90,27,9,5,33554482.050000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,81,19,2,6,131113.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,74,24,8,7,4194347.600000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,80,26,9,6,16777263.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,71,28,5,8,67108906.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,72,27,8,6,33554476.800000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,93,30,5,8,268435504.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,84,22,9,5,1048621.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,81,7,5,5,77.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,82,19,2,7,131119.30000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,82,22,4,8,1048620.6000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,82,19,1,7,131118.25000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,91,24,5,7,4194351.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,85,18,2,5,65580.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,72,6,8,7,60.400000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,80,4,4,8,47.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,87,7,2,5,74.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,90,24,7,6,4194350.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,76,3,6,6,47.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,86,20,7,7,262191.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,85,6,5,5,61.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,70,3,2,5,42.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,95,18,6,7,65586.19999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,78,18,2,6,65580.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,85,16,4,7,16430.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,71,19,7,7,131112.05000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,82,21,7,5,524330.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,80,25,9,8,8388651.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,93,11,6,7,557.0000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,73,9,1,8,168.35000000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,84,13,6,6,2093.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,80,12,6,7,1067.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,87,26,6,6,16777261.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,78,2,3,7,43.95000000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,71,11,1,7,551.2500000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,88,18,4,7,65583.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,72,7,10,5,77.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,91,24,8,7,4194353.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,87,2,7,7,49.150000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,92,26,7,5,16777260.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,84,17,1,8,32810.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,93,2,4,7,48.60000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,90,8,5,6,108.04999999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,79,2,5,6,45.650000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,72,14,5,6,4139.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,71,25,3,5,8388650.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,70,21,4,8,524330.2999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,70,23,4,8,2097192.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,70,29,5,5,134217768.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,77,16,2,7,16426.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,71,6,6,7,58.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,71,4,1,7,45.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,85,2,1,6,43.849999999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,75,5,9,6,52.150000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,90,13,6,8,2097.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,95,16,7,5,16433.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,93,11,1,7,556.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,92,19,4,7,131119.20000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,71,20,7,7,262185.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,75,24,10,6,4194348.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,89,22,3,6,1048622.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,74,22,5,5,1048621.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,76,2,5,8,44.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,80,19,9,6,131114.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,94,21,1,6,524333.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,94,22,7,5,1048625.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,82,30,3,7,268435499.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,87,30,8,5,268435505.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,71,11,10,8,554.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,95,17,2,5,32814.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,71,6,4,5,61.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,89,9,4,7,171.89999999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,90,15,3,8,8236.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,89,24,4,8,4194351.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,94,27,10,6,33554479.50000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,72,27,7,8,33554478.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,77,21,10,8,524334.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,84,22,1,6,1048620.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,89,10,10,5,304.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,80,17,9,8,32810.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,87,25,6,8,8388654.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,88,15,3,8,8238.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,81,4,1,7,45.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,85,5,5,6,55.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,77,28,7,5,67108909.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,83,28,7,6,67108910.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,80,18,10,8,65578.40000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,86,16,10,5,16431.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,78,3,9,8,46.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,91,5,6,6,57.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,78,24,7,5,4194345.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,71,2,8,7,41.60000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,89,11,2,7,557.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,78,12,5,5,1066.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,87,16,10,8,16430.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,89,26,5,5,16777263.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,82,24,3,7,4194350.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,77,3,7,5,46.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,93,9,9,7,172.84999999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,73,29,1,7,134217772.74999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,82,10,3,6,301.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,82,8,2,5,111.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,81,15,9,8,8234.550000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,72,7,8,7,77.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,86,28,5,8,67108911.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,89,7,6,5,78.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,86,2,9,8,49.94999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,76,25,9,6,8388655.049999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,72,28,1,6,67108906.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,78,14,6,8,4138.099999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,77,7,3,6,75.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,81,5,8,8,51.900000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,84,29,7,6,134217772.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,81,13,6,6,2095.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,87,28,1,7,67108908.55000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,85,22,2,7,1048619.0999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,91,13,9,5,2093.7499999999995
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,83,1,6,8,48.69999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,91,22,10,5,1048623.0999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,74,22,8,8,1048617.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,83,29,7,8,134217776.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,93,18,3,7,65579.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,92,30,10,5,268435503.59999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,88,25,7,6,8388655.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,76,5,9,6,52.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,93,20,7,6,262193.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,80,26,3,6,16777261.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,72,29,8,7,134217770.29999995
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,80,27,6,5,33554477.800000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,83,12,5,7,1070.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,73,14,4,8,4137.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,81,30,1,8,268435502.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,85,21,6,8,524332.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,81,11,3,6,556.1500000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,92,12,4,7,1068.9999999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,71,2,7,6,41.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,94,8,9,7,114.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,80,14,10,8,4141.400000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,75,2,9,8,43.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,74,20,5,8,262187.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,88,20,9,8,262189.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,89,18,5,5,65583.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,78,23,6,6,2097195.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,92,30,3,8,268435502.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,81,7,9,8,78.94999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,92,29,1,8,134217773.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,86,20,9,7,262192.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,94,21,4,7,524338.2999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,78,4,6,8,49.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,81,30,9,6,268435500.15000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,80,22,1,8,1048617.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,76,6,6,5,59.800000000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,87,5,7,6,55.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,88,7,6,5,75.50000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,81,7,4,5,78.89999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,76,8,5,5,108.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,85,5,4,8,51.19999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,78,2,10,8,46.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,76,16,3,8,16427.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,94,2,2,8,46.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,77,14,2,5,4141.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,77,12,9,5,1070.7499999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,83,14,5,7,4144.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,86,29,4,5,134217775.89999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,89,19,9,6,131116.85000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,93,3,5,5,52.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,82,6,5,5,61.150000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,73,28,8,7,67108909.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,74,20,2,6,262188.69999999995
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,79,18,6,6,65583.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,77,20,9,5,262188.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,84,28,5,7,67108909.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,94,3,2,7,49.300000000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,89,17,8,5,32812.899999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,75,27,5,5,33554477.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,85,4,3,8,50.550000000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,78,4,10,6,48.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,89,17,2,5,32811.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,91,7,4,6,79.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,76,20,4,6,262186.69999999995
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,86,28,7,5,67108910.14999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,72,24,1,7,4194347.350000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,85,16,3,5,16432.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,82,17,2,5,32811.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,86,20,2,7,262189.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,86,20,6,8,262190.10000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,92,15,2,5,8236.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,88,30,4,7,268435504.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,79,7,7,7,75.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,86,28,1,6,67108911.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,87,10,6,7,300.59999999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,81,16,6,8,16430.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,85,15,6,5,8236.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,93,29,10,5,134217776.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,95,28,7,5,67108909.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,81,23,6,6,2097194.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,86,18,3,8,65580.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,93,10,6,5,300.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,90,11,9,8,558.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,78,16,2,7,16429.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,80,29,6,5,134217771.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,72,28,1,7,67108905.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,72,2,10,6,45.900000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,92,18,8,6,65585.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,89,22,5,6,1048622.6500000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,88,23,2,8,2097197.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,88,13,1,6,2090.5499999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,77,9,9,5,172.64999999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,81,26,10,6,16777259.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,88,18,1,7,65584.04999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,93,15,10,6,8240.500000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,89,1,10,5,45.400000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,93,1,5,5,46.650000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,83,25,4,7,8388655.199999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,91,30,4,7,268435500.50000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,89,29,8,5,134217771.99999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,71,30,10,5,268435499.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,92,12,4,5,1072.9999999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,76,26,3,7,16777257.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,92,3,3,7,46.650000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,74,27,8,8,33554476.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,85,9,7,8,175.85000000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,84,3,3,6,47.650000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,71,16,3,8,16427.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,84,3,9,8,47.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,85,18,3,6,65583.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,94,18,9,8,65583.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,70,5,2,7,47.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,93,6,8,6,62.10000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,73,23,8,6,2097198.3000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,78,14,7,7,4142.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,85,8,3,5,109.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,73,28,4,5,67108906.89999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,94,22,8,7,1048620.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,84,16,9,5,16431.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,77,15,7,8,8236.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,73,18,6,7,65578.49999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,72,21,4,7,524329.5999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,83,16,5,5,16428.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,78,12,10,8,1069.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,87,15,9,5,8241.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,89,9,8,8,174.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,84,4,8,8,51.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,90,22,4,6,1048622.7000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,86,18,2,7,65579.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,84,7,7,8,75.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,70,9,9,7,173.84999999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,85,29,9,5,134217771.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,80,28,9,6,67108907.64999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,71,17,6,7,32813.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,94,17,6,5,32813.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,83,21,4,8,524332.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,71,28,3,6,67108909.15
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,89,24,2,7,4194347.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,71,23,6,5,2097194.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,81,82,30,9,5,268435498.65000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,74,22,4,7,1048622.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,73,25,6,6,8388652.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,79,5,9,6,52.35000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,75,28,4,5,67108908.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,79,30,9,6,268435497.8500001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,93,10,8,5,303.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,92,3,10,6,51.10000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,72,28,7,6,67108908.14999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,86,4,10,6,51.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,73,28,2,5,67108909.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,92,3,9,6,49.150000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,87,7,3,7,80.75000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,86,9,6,6,176.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,70,1,9,6,43.35000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,73,21,3,6,524328.4499999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,80,12,5,5,1067.8500000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,80,24,9,6,4194351.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,79,4,4,6,45.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,74,9,3,5,170.64999999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,78,22,1,8,1048621.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,85,5,8,5,52.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,73,27,4,7,33554473.800000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,94,8,6,7,108.5
